Dealer name,Dealer adress,Purchase price,Reselling price,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Autohaus Dallgow GmbH,"Wilmsstrasse 120
14624 Dallgow-Döberitz
,,,22738,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,718,,FALSCH,WAHR
,,,22533,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,763,,FALSCH,WAHR
,,,22328,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,809,,FALSCH,WAHR
,,,22880,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,620,,FALSCH,WAHR
,,,22634,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,665,,FALSCH,WAHR
,,,22388,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,710,,FALSCH,WAHR
,,,22142,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,755,,FALSCH,WAHR
,,,21896,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,819,,FALSCH,WAHR
,,,22611,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,630,,FALSCH,WAHR
,,,22324,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,675,,FALSCH,WAHR
,,,22037,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,720,,FALSCH,WAHR
,,,21751,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,765,,FALSCH,WAHR
,,,21464,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,811,,FALSCH,WAHR
,,,22343,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,623,,FALSCH,WAHR
,,,22015,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,669,,FALSCH,WAHR
,,,21687,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,714,,FALSCH,WAHR
,,,21359,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,759,,FALSCH,WAHR
,,,21031,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,804,,FALSCH,WAHR
,,,22074,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,619,,FALSCH,WAHR
,,,21706,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,664,,FALSCH,WAHR
,,,21337,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,709,,FALSCH,WAHR
,,,20968,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,754,,FALSCH,WAHR
,,,20599,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,800,,FALSCH,WAHR
,,,21806,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,615,,FALSCH,WAHR
,,,21396,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,660,,FALSCH,WAHR
,,,20986,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,705,,FALSCH,WAHR
,,,20577,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,750,,FALSCH,WAHR
,,,20167,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,796,,FALSCH,WAHR
,,,21538,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,612,,FALSCH,WAHR
,,,21087,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,657,,FALSCH,WAHR
,,,20636,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,702,,FALSCH,WAHR
,,,20185,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,747,,FALSCH,WAHR
,,,19734,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,793,,FALSCH,WAHR
,,,21269,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,609,,FALSCH,WAHR
,,,20777,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,654,,FALSCH,WAHR
,,,20286,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,699,,FALSCH,WAHR
,,,19794,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,745,,FALSCH,WAHR
,,,19302,Audi-A3-Sportback-Sport-1.6-TDI-mit-LED---NAVI--Klima,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,790,,FALSCH,WAHR
Autohaus Dallgow GmbH,"Wilmsstrasse 120
14624 Dallgow-Döberitz
Deutschland",29900,28836,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,Audi A6 Avant 2.0 TFSI quattro  Leder Navi Kurvenlich,"<p>
<strong>Abholadresse</strong>
Wilmsstrasse 120
14624 Dallgow-Döberitz
Deutschland<br>
<strong>Fahrzeugzustand</strong>
<br>
<strong>Kategorie</strong>
Kombi<br>
<strong>Herkunft</strong>
<br>
<strong>Kilometerstand</strong>
33.088 km<br>
<strong>Hubraum</strong>
1.984 cm³<br>
<strong>Leistung</strong>
185 kW (252 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 6,9 l/100km (kombiniert)<br>
ca. 8,5 l/100km (innerorts)<br>
ca. 6,0 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 158 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
04/2016<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
04/2021<br>
<strong>Klimatisierung</strong>
4-Zonen-Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Aviatorblau<br>
<strong>Farbe</strong>
Blau Metallic<br>
<strong>Innenausstattung</strong>
Vollleder, Grau<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Adaptives Kurvenlicht, Allradantrieb, Ambiente-Beleuchtung, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, Dachreling, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, ESP, Fernlichtassistent, Freisprecheinrichtung, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, LED-Scheinwerfer, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Radio DAB, Raucherpaket, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Soundsystem, Sprachsteuerung, Start/Stopp-Automatik, Tempomat, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Zentralverriegelung
</p>",Audi,,"Marke_Audi, Typ_Kombi, Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_Alle, Schaltung_Automatik, Farbe_Blau, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,790,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/tsoAAOSw9she6j0a/$_27.JPG,1,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/PX4AAOSwaXVe6j0a/$_27.JPG,2,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/y7EAAOSwV-Je6j0a/$_27.JPG,3,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/ra8AAOSw7z1e6j0a/$_27.JPG,4,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/Re0AAOSwZmpe6j0a/$_27.JPG,5,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/3AcAAOSwgOJe6j0a/$_27.JPG,6,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/bJ0AAOSwDiNe6j0a/$_27.JPG,7,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/OkEAAOSw4iNe6j0b/$_27.JPG,8,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/aA0AAOSwdzZe6j0a/$_27.JPG,9,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/ilAAAOSwj-Ze6j0a/$_27.JPG,10,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/-F8AAOSwbgxe6j0a/$_27.JPG,11,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/eYYAAOSwtbBe6j0a/$_27.JPG,12,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/AUoAAOSwppde6j0Z/$_27.JPG,13,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/rO0AAOSwElte6j0Z/$_27.JPG,14,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/vlQAAOSwAhxe6j0a/$_27.JPG,15,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/zWsAAOSwx8xe6j0a/$_27.JPG,16,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/QrwAAOSw4MBe6j0Z/$_27.JPG,17,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/bsUAAOSw1N1e6j0a/$_27.JPG,18,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/hp4AAOSw1BxeUTcW/$_27.JPG,19,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/C~wAAOSwtQxeUTcX/$_27.JPG,20,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/tsoAAOSw9she6j0a/$_27.JPG,21,nil
,,,28686,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,845,,FALSCH,WAHR
,,,28537,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,900,,FALSCH,WAHR
,,,28387,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,955,,FALSCH,WAHR
,,,28238,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,1010,,FALSCH,WAHR
,,,28514,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,770,,FALSCH,WAHR
,,,28315,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,825,,FALSCH,WAHR
,,,28115,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,880,,FALSCH,WAHR
,,,27916,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,935,,FALSCH,WAHR
,,,27717,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,990,,FALSCH,WAHR
,,,28193,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,758,,FALSCH,WAHR
,,,27943,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,813,,FALSCH,WAHR
,,,27694,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,868,,FALSCH,WAHR
,,,27445,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,923,,FALSCH,WAHR
,,,27196,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,978,,FALSCH,WAHR
,,,27871,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,750,,FALSCH,WAHR
,,,27572,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,805,,FALSCH,WAHR
,,,27273,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,860,,FALSCH,WAHR
,,,26974,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,915,,FALSCH,WAHR
,,,26675,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,988,,FALSCH,WAHR
,,,27550,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,760,,FALSCH,WAHR
,,,27201,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,815,,FALSCH,WAHR
,,,26852,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,870,,FALSCH,WAHR
,,,26503,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,925,,FALSCH,WAHR
,,,26154,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,980,,FALSCH,WAHR
,,,27228,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,754,,FALSCH,WAHR
,,,26829,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,809,,FALSCH,WAHR
,,,26431,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,864,,FALSCH,WAHR
,,,26032,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,919,,FALSCH,WAHR
,,,25633,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,974,,FALSCH,WAHR
,,,26907,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,749,,FALSCH,WAHR
,,,26458,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,804,,FALSCH,WAHR
,,,26010,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,859,,FALSCH,WAHR
,,,25561,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,914,,FALSCH,WAHR
,,,25113,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,969,,FALSCH,WAHR
,,,26585,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,745,,FALSCH,WAHR
,,,26087,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,800,,FALSCH,WAHR
,,,25588,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,855,,FALSCH,WAHR
,,,25090,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,910,,FALSCH,WAHR
,,,24592,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,965,,FALSCH,WAHR
,,,26264,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,742,,FALSCH,WAHR
,,,25715,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,797,,FALSCH,WAHR
,,,25167,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,852,,FALSCH,WAHR
,,,24619,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,907,,FALSCH,WAHR
,,,24071,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,962,,FALSCH,WAHR
,,,25942,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,739,,FALSCH,WAHR
,,,25344,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,794,,FALSCH,WAHR
,,,24746,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,849,,FALSCH,WAHR
,,,24148,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,904,,FALSCH,WAHR
,,,23550,Audi-A6-Avant-2.0-TFSI-quattro--Leder-Navi-Kurvenlich,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,959,,FALSCH,WAHR
